platz,nachname,vorname,partei,stimme,KRNr,VorlageNr,Titel,Geschaeftsart,AblaufschrittTyp,DokumentTitel,eDocumentFileName,eDocumentID,Version,Sitzungsdatum,url
116,Rueff,Sonja,FDP,--,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
10,Sadriu,Qëndresa,SP,--,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
18,Sahli,Manuel,AL,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
82,Sanesi-Muri,Monica,GLP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
79,Schaaf,Markus,EVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
157,Scheck,Roland,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
3,Scherrer,Benno,GLP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
154,Schick,Peter,SVP,--,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
88,Schlauri,Simon,GLP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
108,Schmid,Claudio,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
99,Schmid,Lorenz,CVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
2,Schmid,Roman,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
109,Schmid,Stefan,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
144,Schucan,Christian,FDP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
68,Schweizer,Thomas,Grüne,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
45,Siegrist,Nicola,SP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
92,Sommer,Daniel,EVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
47,Späth,Markus,SP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
48,Steiner,Kathy,Grüne,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
28,Steiner,Rafael,SP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
19,Stofer,Judith,AL,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
58,Straub,Esther,SP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
90,Stünzi,Christa,GLP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
182,Stüssi,Beatrix,SP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
170,Sulser,Jürg,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
122,Suter,Marcel,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
16,Tognella,Birgit,SP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
114,Truninger,René,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
104,Vannaz,Janine,CVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
107,Vogel,Thomas,FDP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
106,Vollenweider,Peter,FDP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
125,von Euw,Paul,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
74,Von Planta,Cyrill,GLP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
120,Vontobel,Erich,EDU,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
175,Wäfler,Daniel,SVP,--,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
38,Walder,Benjamin,Grüne,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
149,Waser,Urs,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
164,Weber,Stephan,FDP,--,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
139,Weidmann,Tobias,SVP,--,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
43,Wicki,Monika,SP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
97,Widler,Josef,CVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
73,Wirth,Thomas,GLP,--,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
77,Wisskirchen,Mark,EVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
98,Wydler,Kathrin,CVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
141,Wyss,Orlando,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
87,Wyss-Cortellini,Cristina,GLP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
56,Wyssen,Claudia,GLP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
8,Yuste,Nicola,SP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
113,Zahler,Erika,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
102,Zeroual,Farid,CVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
85,Zeugin,Michael,GLP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
84,Ziegler,Christoph,GLP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
171,Zurfluh,Christina,SVP,JA,5557,5557.0,Nachtragskredit zum Budget 2021 für den Zürcher Verkehrsverbund und Zusatzkredit zum Rahmenkredit für die Fahrplanperiode 2020/2021,Vorlage,Zustimmung,AR5557,AR5557,cbbb0374a68240dd9a0e2e8dd9695191-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cbbb0374a68240dd9a0e2e8dd9695191-332/1/pdf
30,Ackermann,Pia,SP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
103,Ackermann,Ruth,CVP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
71,Aeschbacher,Nathalie,GLP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
42,Agosti,Theres,SP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
31,Akanji,Sarah,SP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
177,Albanese,Franco,SVP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
54,Alder,Ronald,GLP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
126,Amrein,Hans-Peter,SVP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
162,Balmer,Bettina,FDP,--,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
140,Bamert,Ueli,SVP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
81,Barmettler,Franziska,GLP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
57,Bartal,Isabel,SP,JA,5558,5558.0,Grundsätze über die mittel- und langfristige Entwicklung von Angebot und Tarif im öffentlichen Personenverkehr,Vorlage,Zustimmung,AR5558b,AR5558b,db69075d61434e0293eb64162f5f721e-332,1,2020-02-10,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db69075d61434e0293eb64162f5f721e-332/1/pdf
